CELL_ID,PC_Urban.PC1
159875,0.155194655
158512,0.155419369
164660,0.155486706
161942,0.156324375
156461,0.157864473
164631,0.158159777
161932,0.158799949
172167,0.159235157
155778,0.159968391
151689,0.159981113
161244,0.160243847
143498,0.160811428
170806,0.160974149
173523,0.16118076
166028,0.163154667
160569,0.163519051
142814,0.164457899
163950,0.164522268
180387,0.165873078
157830,0.165890936
167400,0.16636067
161238,0.16670816
161239,0.167070137
160555,0.167112953
168750,0.167297753
166014,0.167624958
168764,0.167769608
171495,0.167827449
171489,0.168052408
142134,0.168190695
162614,0.168280687
133257,0.168541284
161245,0.169039078
144180,0.169168135
164672,0.169851119
163977,0.170012141
162623,0.171624669
173525,0.171771291
152364,0.172827772
181751,0.173518435
174232,0.173566278
159201,0.174577259
170817,0.175034014
163978,0.175288986
173534,0.175708187
161249,0.175920952
157119,0.176531254
161941,0.176633559
159879,0.177375856
152356,0.177720291
142133,0.177880227
133259,0.178433583
164659,0.179053757
155095,0.179391596
163980,0.182311911
153038,0.18318781
150997,0.183918517
163987,0.185794843
165332,0.186487722
160539,0.187899645
163307,0.188757117
155784,0.188925089
161250,0.189073911
168077,0.189397357
163990,0.189662671
158521,0.190836441
161938,0.19114726
161939,0.191196092
171494,0.191988632
161254,0.193098639
163295,0.193438543
163296,0.194137914
161252,0.195842044
170811,0.196278537
163976,0.197751498
160565,0.198209988
161940,0.198716596
168756,0.200042157
162606,0.201031713
157835,0.201772495
172866,0.20206682
168069,0.202632763
162610,0.203345562
150317,0.205909458
161931,0.206456852
155100,0.206923363
159195,0.207504586
161930,0.207634479
159884,0.208071972
164658,0.209814847
158514,0.210475538
180389,0.213693796
161256,0.215519868
171483,0.217770261
152369,0.21851312
159881,0.218515746
162620,0.218670796
140023,0.218774112
163297,0.220895745
159198,0.222037862
165342,0.222145735
163981,0.224314862
170127,0.224530517
158520,0.225475766
161258,0.227577452
174238,0.228554883
161251,0.228913382
153037,0.232101455
159891,0.232278382
166021,0.233374727
161257,0.235633195
162622,0.239112253
163294,0.239640205
162619,0.240875921
127116,0.240937226
160571,0.241494859
195383,0.243407913
159880,0.245385391
146891,0.246162841
161929,0.247139421
170813,0.247406726
159207,0.248503944
158522,0.248609889
165997,0.249841289
213845,0.250883997
162621,0.253137634
157118,0.253435099
160566,0.253482953
159883,0.25485101
159882,0.25491612
162611,0.256726214
162601,0.257133734
161936,0.259943844
163287,0.260542408
160570,0.261442462
159204,0.26711671
160568,0.267784383
157151,0.270339347
148956,0.270918668
164655,0.271810718
161916,0.274972231
163975,0.277223889
159885,0.277672016
159887,0.278783166
160567,0.27879632
161937,0.279710929
159888,0.279940758
160573,0.281510999
160572,0.28486448
168070,0.285235837
159889,0.29307488
167387,0.295546995
159886,0.297813216
161247,0.301643238
159202,0.302337951
159206,0.307261969
159872,0.307651251
159203,0.308912374
156469,0.311344852
161248,0.313786593
160574,0.314326152
168071,0.314382805
164656,0.324296226
158523,0.334416358
158519,0.338680394
159205,0.343944581
158509,0.344817044
163284,0.353375284
156467,0.354470242
169445,0.360901871
163968,0.365193604
158510,0.367835665
159890,0.371552448
156468,0.388730299
157828,0.389995501
163969,0.413219254
166022,0.417000271
164654,0.422748899
168758,0.423132492
171500,0.464522715
159191,0.472456584
168757,0.490892651
165338,0.521759171
155783,0.536051297
